"Projet","Titre","Description","Assigné à","Progression","Étape","Date de début","Date de fin","Heures passées","Heures passées sur les sous-tâches","Heures prévues initialement","Heures prévues sous-tâches","Heures restantes","Tâche parente","Sous-tâches","Étiquette d'état Kanban"
"Catalogue des contenus","Canevas à imprimer - Les fondamentaux de l'open data - évaluation de jeux de données","<p>https://docs.google.com/presentation/d/1UdpDZTeQ_PQpmCA3UqRHVwFDtvThGqfMcCwo7_XjO5k/edit#slide=id.gd1a1ca7d1d_0_230</p><p><br></p><p>Points de contrôle : https://docs.google.com/presentation/d/1fykw72Z5A59ZMwrYVr8i0joPP-AMF8I9wacJOdszlzk/edit?usp=sharing</p>","Etienne Pichot Damon","0.0","✅ Générique ou template","","","0.0","0.0","0.0","0.0","0.0","Fresque des données ouvertes - BercyHub","","En cours"
"Cours IEP SGL","Cours 1A - Administration questionnaires","<p><br></p>","Arthur Sarazin","0.0","A faire","","","0.5","0.0","0.0","0.0","-0.5","","","En cours"
"[Bercyhub] Accompagnement mise à jour feuille de route AMDAC","Animation 3 rencontres - junior:Clément","<p><br></p>","Clément Mandron","0.0","[Option 1] Animation de communauté","2023-09-01 17:00:35","2023-11-30 17:59:50","0.0","0.0","73.5","0.0","73.5","","","En cours"
"[Bercyhub] Accompagnement mise à jour feuille de route AMDAC","Recommandations FDR - senior:Anne-Laure","<p><br></p>","Anne-Laure Donzel","0.0","Entretiens et analyse des discussions","2023-01-11 17:45:54","2023-05-31 16:45:54","0.0","0.0","14.0","0.0","14.0","","","En cours"
"[Bercyhub] Accompagnement mise à jour feuille de route AMDAC","Analyse comparée de la feuille de route - junior:Clément","<p><br></p>","Clément Mandron","67.86","Veille européenne et analyse comparée","2023-01-11 17:34:42","2023-05-31 16:35:10","9.5","0.0","14.0","2.0","4.5","","Clément Mandron","En cours"
"[Bercyhub] Accompagnement mise à jour feuille de route AMDAC","Gestion de projet - junior:Clément","<p><br></p>","Clément Mandron","40.05","Gestion de projet","2023-01-11 17:26:27","2024-03-31 16:27:51","12.75","0.0","31.8333333333333","0.0","19.0833333333333","","","En cours"
"DREAL Grand Est - DataHub","S00118: [Datahub DREAL Grand Est] Plus-value pour une personne en déplacement (présentiel) pour tout type confondu de thématiques,  de réunions et d’intervenants","","","0.0","Liste des prix","","","0.0","0.0","3.0","0.0","3.0","","","En cours"
"Nouveau programme d'acculturation [BercyHub]","Phase 4 : Gestion de projet","<p><br></p>","Clément Mandron","0.0","En cours","2022-10-11 16:09:58","2023-02-28 17:09:58","0.0","0.0","0.0","0.0","0.0","","","En cours"
"[BdM] Challenge data interne","Préparation et animation d'un webinaire","<p><br></p>","Sarah Bourgouin","94.64","ToDo","2023-01-02 12:17:13","2023-01-31 23:00:00","10.25","3.0","14.0","0.0","0.75","","Sarah Bourgouin","En cours"
"Analyse données de participation [Métropole de Lyon]","Participation aux réunions (expert)","<p>Participation aux réunions (tarif expert)</p>","","35.71","En cours","","","5.0","0.0","14.0","0.0","9.0","Réunions","","En cours"
"Analyse données de participation [Métropole de Lyon]","Recherche documentaire (expert)","<p><br></p>","Ho-Pun-Cheung Élise","55.36","Terminé","2022-07-15 14:44:51","2022-09-15 14:44:51","15.5","0.0","28.0","0.0","12.5","","","Prêt"
"Accompagnement open data - Métropole Rouen Normandie","Concertation citoyenne","<p><br></p>","Anne-Laure Donzel","85.0","Phase 3","","","8.5","0.0","10.0","0.0","1.5","S00126: Phase 3 - Acculturation et sensibilisation à l’open data","","En cours"
"Tâches non facturables à timesheeter","Prospection: Rédaction proposition / Mémoire technique","<p><br></p>","Sarah Bourgouin","0.0","Prospection","","","22.75","0.0","0.0","0.0","-22.75","Prospection générale","","En cours"
"Data Challenge GD4H/Ecolab","Analyser et valider les contenus produits","<p><br></p>","Clément Feyt","0.0","Phase 3","2023-06-08 12:45:47","2023-07-20 12:45:47","0.0","0.0","0.0","0.0","0.0","Finaliser les projets (validation et amélioration des codes, tests)","","En cours"
"Data Challenge GD4H/Ecolab","Animer la communauté du data challenge","<p><br></p>","Clément Feyt","0.0","Phase 2","2023-04-06 05:13:17","2023-06-08 05:13:17","0.0","0.0","35.0","0.0","35.0","","","En cours"
"Data Challenge GD4H/Ecolab","Gestion phase 2","<p><br></p>","Sarah Bourgouin","0.0","Gestion de projet","2023-04-06 16:05:48","2023-06-08 16:05:48","0.0","0.0","21.0","0.0","21.0","","","En cours"
"Data Challenge GD4H/Ecolab","Préparation et présence atelier Clément","<p><br></p>","Clément Feyt","100.0","Phase 1 finie","2022-12-07 17:15:53","2023-01-20 17:15:53","24.5","0.0","21.0","0.0","-3.5","Fournir une expertise technique sur les défis","","En cours"
"Data Challenge GD4H/Ecolab","Mise en place d’un dataroom","<p><br></p>","Anthony Gigerich","0.0","Phase 1","2023-02-02 17:26:41","2023-04-05 16:26:41","0.5","0.0","0.0","0.0","-0.5","Mise en place de l'infrastructure","","En cours"
"Webinaires INTEFP","Préparation et animation webinaire 3","<p><br></p>","","0.0","Nouveau","","","0.0","0.0","14.0","0.0","14.0","","","En cours"
"Wiki sur la sémantisation des données","Structuration finale du wiki","<p><br></p>","Pauline Breton-Chauvet","0.0","Structuration du wiki","","","0.0","0.0","1.75","0.0","1.75","","","En cours"
"AMO open data et workflow","Entretiens:Caler les entretiens","","Clément Mandron","0.0","Achevé","","","0.0","0.0","0.0","0.0","0.0","Entretiens","","En cours"
"DREAL Grand Est - DataHub","Retour d'analyse ""Connaissance""","<p><br></p>","Magalie Dartus","0.0","MS1 - Archivé","","","6.0","0.0","0.0","0.0","-6.0","","","Prêt"
"Observatoire de la TE","Gestion de projet","<p><br></p>","François Lacombe","0.0","En cours","","","11.67","0.0","0.0","0.0","-11.67","","","En cours"
"Observatoire de la TE","Entretien Frédéric Sallet","<p><br></p>","Sylvain Lapoix","0.0","Terminé","","","1.5","0.0","0.0","0.0","-1.5","","","Prêt"
"Audit des données SHS","Définition de la cible et arbitrages","<p><br></p>","Antoine Blanchard","100.0","Terminé","","","42.0","0.0","42.0","0.0","0.0","","","En cours"
"France Data Réseau","Apcom - suivi territoires","<p><br></p>","François Lacombe","0.0","Terminé","","","7.25","0.0","0.0","0.0","-7.25","","","Prêt"
"Observatoire des données de l'achat public (ODAP)","Analyse de l'automatisation de la collecte des données alimentant l'ODAP ","<p>et du calcul des indicateurs<br></p>","","0.0","Achevé","","","0.0","0.0","28.0","0.0","28.0","","","En cours"
"Note de conjoncture data IA Cyber","Gestion du projet","<p><br></p>","Joël Gombin","9.38","Suivi des temps","","","1.5","0.0","16.0","0.0","14.5","","","En cours"
"DataStoryTelling","Phase 2 : Conception objet numerique - 22827362 UO 5568193 - P6.5.2 - Définition des spécifications fonctionnelles pour une solution d'intelligence de la donnée niveau simple","","","0.0","Suivi des temps","","","0.0","0.0","2.0","0.0","2.0","","","En cours"
"DataStoryTelling","Phase 1 : Les donnees et inspirations - 22827358 UO 5568180 - P6.2.1 - Pilotage d'un projet d’intelligence de la donnée niveau très simple","","","0.0","Suivi des temps","","","0.0","0.0","1.0","0.0","1.0","","","En cours"
"Projet Interne: Déploiement outils Just Odoo It","Créer un rdv n'envoie pas d'invitations et ne se synchronise pas dans mon google agenda","<p>J'ai créé un RDV que tu peux voir le 18/02 à 14h.</p><p>Mais cet événement ne s'est pas mis dans mon google agenda (bien qu'il soit bien connecté) et n'a pas envoyé d'invitation aux participants...<br></p>","Mathieu Elabore","0.0","Informations","","","0.0","0.0","0.0","0.0","0.0","","","En cours"
"Projet Interne: Déploiement outils Just Odoo It","Import compta années précédentes","<p>Import de la comptabilité de 2017 à 2020 puis 2021 (quand bilan comptable 2021 fait).</p><p>Utilisation des fichiers FEC transmis par le comptable.<br></p><p><br></p>","Mathieu Elabore","0.0","Terminé","","","0.0","0.0","0.0","0.0","0.0","","","En cours"
"Projet Interne: Déploiement outils Just Odoo It","Email marketing","<p>J'aimerais bien que vous installiez ce module : https://www.cybrosys.com/odoo/odoo-books/community-edition-v14/email-marketing/<br></p>","Mathieu Elabore","0.0","Terminé","","","0.0","0.0","0.0","0.0","0.0","","","En cours"
"Projet Interne: Déploiement outils Just Odoo It","Gestion entretiens annuels et entretiens pro","<p>On souhaiterait pouvoir intégrer la gestion des entretiens professionnels d'une part, des entretiens annuels d'autre part, dans Odoo. J'ai vu qu'il y a https://www.odoo.com/fr_FR/app/appraisals pour les entretiens annuels, https://apps.odoo.com/apps/modules/14.0/hr_skill_qualification pour gérer les référentiels de compétence et qualification, mais je n'ai rien vu de spécifique sur les entretiens pro. Tu as des idées ?<br></p>","Mathieu Elabore","0.0","Transféré sur Elabore.coop","2021-12-09 22:32:26","","0.0","0.0","0.0","0.0","0.0","","","En cours"
"Open Data Canvas (R&D)","Autres","<p><br></p>","Arthur Sarazin","0.0","En cours","","","22.0","0.0","0.0","0.0","-22.0","","","En cours"
"[Bercyhub] Accompagnement mise à jour feuille de route AMDAC","Veille data.economie - senior:Samuel","<p><br></p>","Samuel Goeta","0.0","[Option 1] Veille data.economie","2023-09-01 14:23:51","2023-11-30 15:23:51","0.0","0.0","7.0","0.0","7.0","Veille data.economie - senior","","En cours"
"Data Challenge GD4H/Ecolab","Rédaction du règlement et autres docs","","","0.0","Phase 1","","","2.0","0.0","0.0","0.0","-2.0","Mise en place de l'infrastructure","","En cours"
"Définition d'une organisation cible du Datalab Normandie","CR entretiens #2","<p>https://nx12829.your-storageshare.de/s/xoTZLmdZHn5QJJk<br></p>","","0.0","Phase 2 - Analyse des besoins data du territoire","","","0.0","0.0","0.0","0.0","0.0","","","Prêt"
"Définition d'une organisation cible du Datalab Normandie","CR atelier #1","<p>https://nextcloud.datactivist.coop/s/raGRX5NzmJGGtyg<br></p>","","0.0","Phase 4 - Formalisation offre de service du Datalab","","","0.0","0.0","0.0","0.0","0.0","","","Prêt"
"PIX","conduite des entretiens","<p><br></p>","Maëlle Fouquenet","100.0","fait","","","19.67","0.0","15.0","0.0","-4.67","","","En cours"
"Challenge Data #5","Publier les carnets de bord:Clément F","<p><br></p>","Clément Feyt","0.0","Post-challenge","","","3.0","0.0","0.0","0.0","-3.0","Publier les carnets de bord","","Prêt"
"Challenge Data #5","Présence à l'IEP CD#5:Magalie","<p><br></p>","Magalie Dartus","0.0","Challenge","","","40.0","0.0","0.0","0.0","-40.0","Présence à l'IEP CD#5","","Prêt"
"Challenge Data #5","Recrutement des collectivités: Clément M","<p><br></p>","Clément Mandron","0.0","Pré-challenge","","","10.0","0.0","0.0","0.0","-10.0","Recrutement des collectivités","","Prêt"
"Accompagnement à la mise en place d’un Challenge Data des Mobilités","Réalisation des entretiens","<p><br></p>","Arthur Sarazin","54.25","Etape 1","","","2.17","0.0","4.0","0.0","1.83","S00116: Réalisation de 8 entretiens avec les partenaires du projet dans le but de recenser les données disponibles","","En cours"
"Animation nationale du PCRS","Activité réseaux sociaux","<p><br></p>","François Lacombe","25.0","En cours","2022-12-01 18:36:46","2023-06-30 17:36:57","2.5","0.0","10.0","0.0","7.5","","","En cours"
"Étude métiers de la donnée [MESR]","Déplacements","<p><br></p>","Antoine Blanchard","0.0","À venir","","","14.0","0.0","0.0","0.0","-14.0","","","En cours"
"Ouvrir ma ville","[sous-tâche] Préparation des ateliers avancés d'Ouvrir Ma Ville:","<p><br></p>","Samuel Goeta","56.25","En cours","","","2.25","0.0","4.0","0.0","1.75","S00060: Préparation, documentation des ateliers avancés d'Ouvrir Ma Ville","","En cours"
"Animation nationale du PCRS","Atelier animateurs régionnaux 02/02","<p><br></p>","Magalie Dartus","83.33","Terminé","2023-01-02 18:28:47","2023-02-10 18:28:47","12.5","0.0","15.0","0.0","2.5","","","Prêt"
"Définition d'une organisation cible du Datalab Normandie","Base des membres","<p><br></p>","Clément Mandron","0.0","Phase 1 - Réalisation d'un état des lieux","","","0.0","0.0","0.0","0.0","0.0","","","Prêt"
"[BdM] Challenge data interne","Support prez webinaire","<p><br></p>","Sarah Bourgouin","0.0","ToDo","","","3.0","0.0","0.0","0.0","-3.0","Préparation et animation d'un webinaire","","En cours"
"Tâches non facturables à timesheeter","Communautés: science ouverte","","Antoine Blanchard","0.0","Communautés","","","5.0","0.0","0.0","0.0","-5.0","Communautés","","En cours"
"Tâches non facturables à timesheeter","Associés","<p><br></p>","Sarah Bourgouin","0.0","Interne","","","7.17","0.0","0.0","150.0","-7.17","","Joël Gombin","En cours"
"[Bercyhub] Accompagnement mise à jour feuille de route AMDAC","Rédaction FDR - junior:Clément","<p><br></p>","Clément Mandron","0.0","Rédaction FDR","2023-06-01 15:19:49","2023-09-30 15:19:49","0.0","0.0","28.0","0.0","28.0","","","En cours"
"[Bercyhub] Accompagnement mise à jour feuille de route AMDAC","Veille ""International et Européen"" - senior","<p><br></p>","","0.0","Veille européenne et analyse comparée","2023-01-11 17:50:04","2023-05-31 16:50:04","0.0","8.0","0.0","42.0","-8.0","","Samuel Goeta","En cours"
"[Bercyhub] Accompagnement mise à jour feuille de route AMDAC","Recommandations FDR - junior:Clément","<p><br></p>","Clément Mandron","0.0","Entretiens et analyse des discussions","2023-01-11 17:45:30","2023-03-31 16:45:15","0.0","0.0","7.0","0.0","7.0","","","En cours"
"Analyse données de participation [Métropole de Lyon]","Travail préparatoire","<p><br></p>","","0.0","Terminé","","","9.0","47.0","0.0","91.0","-56.0","","","Prêt"
"DREAL Grand Est - DataHub","S00118: [Datahub DREAL Grand Est] Prestations hébergement du datahub de l’intervenant junior","","","0.0","Liste des prix","","","0.0","0.0","21.0","0.0","21.0","","","En cours"
"Nouveau programme d'acculturation [BercyHub]","Phase 5 et 6 : Animation des 8 ateliers","<p><br></p>","","0.0","En cours","2022-11-29 17:12:18","2023-02-16 17:10:16","0.0","31.0","0.0","10.5","-31.0","","Magalie Dartus","En cours"
"Analyse données de participation [Métropole de Lyon]","Participation aux réunions (junior)","<p>Participation aux réunions (tarif de base)</p>","","100.0","En cours","","","22.33","0.0","7.0","0.0","-15.33","Réunions","","En cours"
"Accompagnement open data - Métropole Rouen Normandie","Cadrage","<p><br></p>","Anne-Laure Donzel","36.9","Phase 3","","","7.75","0.0","21.0","0.0","13.25","S00126: Phase 3 - Acculturation et sensibilisation à l’open data","","En cours"
"Catalogue des contenus","Ces communes de moins de 300 habitants arrivent à ouvrir des données","<p>https://medium.com/datactivist/si-ces-communes-de-moins-de-300-habitants-ouvrent-des-donn%C3%A9es-quattendez-vous-789182828213</p>","Etienne Pichot Damon","0.0","✅ Générique ou template","","","0.0","0.0","0.0","0.0","0.0","","","En cours"
"Data Challenge GD4H/Ecolab","Préparation et présence ateliers François","<p><br></p>","François Lacombe","100.0","Phase 1 finie","2023-02-06 05:59:04","2023-02-24 05:58:45","12.5","0.0","7.0","0.0","-5.5","Fournir une expertise technique sur les défis","","En cours"
"Tâches non facturables à timesheeter","Prospection: Négociation","<p><br></p>","Sarah Bourgouin","0.0","Prospection","","","0.0","0.0","0.0","0.0","0.0","Prospection générale","","En cours"
"Data Challenge GD4H/Ecolab","Veiller à l’adoption des modèles d’homogénéisation","<p><br></p>","Clément Feyt","0.0","Phase 3","2023-04-06 12:44:23","2023-07-20 12:44:23","0.0","0.0","0.0","0.0","0.0","Finaliser les projets (validation et amélioration des codes, tests)","","En cours"
"Data Challenge GD4H/Ecolab","Former les équipes aux modèles d’homogénéisation des produits et sensibiliser à la culture open data/open source (code ouvert et réplicabilité, transférabilité, licences ouvertes, documentation pérenne, etc.)","<p><br></p>","Clément Feyt","0.0","Phase 2","2023-04-07 05:07:03","2023-04-28 05:07:03","1.0","0.0","0.0","0.0","-1.0","","","En cours"
"Data Challenge GD4H/Ecolab","Gestion phase 3","<p><br></p>","Sarah Bourgouin","0.0","Gestion de projet","2023-04-06 16:06:23","2023-07-20 16:06:23","0.0","0.0","21.0","0.0","21.0","","","En cours"
"DREAL Grand Est - DataHub","Créer trame entretiens","","Magalie Dartus","0.0","MS2-E1-Grille comparative","","","0.0","0.0","0.0","0.0","0.0","","","Prêt"
"AMO open data et workflow","Entretiens:Préparer la grille d'entretien","","Joël Gombin","0.0","Achevé","","","0.0","0.0","0.0","0.0","0.0","Entretiens","","En cours"
"Projet Interne: Déploiement outils Just Odoo It","Ouverture VPS starter pour migration odoo test","<p>Aujourd'hui nous avons fait une mise à jour de la base Odoo qui a fait planté certains modules et empéché Stéphanie de travailler. Heureusement c'était en fin d'aprem et nous avons pu résoudre l'erreur assez rapidement.</p><p><br>Ce problème pourrait se produire à chaque mise à jour car votre Odoo de test est installé sur le même serveur que celui de production, ils utilisent la même image odoo et donc on ne peut pas mettre à jour l'un sans l'autre.</p><p><br></p><p>Peut de temps après avoir fait votre installation nous installons maintenant le serveur de test sur un autre VPS de type starter à 3€/mois pour éviter de genre de mésaventure.</p><p><br>Nous souhaitons que vous commandiez un VPS starter afin que l'on puisse migrer votre odoo de test sur ce nouveau VPS et cloisonner complètement les deux Odoo. </p><p><br></p><p><a href=""https://docs.elabore.coop/_9bZzRSUSTajhL3X-EszoQ#"" target=""_blank"">Voici le tutoriel d'ouverture du VPS</a>. Pensez à nous mettre contact technique.<br></p>","Joël Gombin","0.0","Terminé","","","0.0","0.0","0.0","0.0","0.0","","","En cours"
